model,task,cohort,metric,n,n_positive,ours,baseline,difference,p_raw,test,delong_variance,p_holm105,p_holm3780,p_holm19_conditional,p_holm684_conditional,significant_raw,significant_holm105,significant_holm3780,significant_holm19_conditional,significant_holm684_conditional
AdaBoost,Grade,UCSF,accuracy,495,396,0.87272727272727268,0.58181818181818179,0.29090909090909089,8.9839272305802849e-27,exact McNemar,,8.8940879582744814e-25,3.281828617330978e-23,1.3475890845870428e-25,5.8934562632606672e-24,True,True,True,True,True
AdaBoost,Grade,UCSF,f1,495,396,0.91520861372812923,0.66879999999999995,0.24640861372812928,1.7665708398470131e-27,exact paired swap,,1.7665708398470131e-25,6.4833149822385378e-24,2.6498562597705195e-26,1.1624036126193345e-24,True,True,True,True,True
AdaBoost,Grade,UCSF,mcc,495,396,0.68838120352133136,0.26133715273055658,0.42704405079077479,2.0859561686421417e-21,exact paired swap,,2.0650966069557202e-19,7.3008465902474965e-18,3.1289342529632126e-20,1.26617539436578e-18,True,True,True,True,True
AdaBoost,Grade,UCSF,roc_auc,495,396,0.95464748495051532,0.71351137639016415,0.24113610856035117,5.2228723313633962e-15,paired DeLong,0.00097218477178385456,4.6483563749134224e-13,1.6347590397167429e-11,8.8788829633177737e-14,2.924808505563502e-12,True,True,True,True,True
AdaBoost,IDH,UCSF,accuracy,495,103,0.92525252525252522,0.78989898989898988,0.13535353535353534,3.0563458190457123e-11,exact McNemar,,1.3753556185705705e-09,8.5302611809565833e-08,2.1394420733319987e-10,1.5037221429704905e-08,True,True,True,True,True
AdaBoost,IDH,UCSF,f1,495,103,0.82790697674418601,0.45263157894736844,0.37527539779681757,6.1517461777504838e-14,exact paired swap,,3.6910477066502902e-12,1.8768977588316725e-10,6.7669207955255319e-13,3.3342464283407625e-11,True,True,True,True,True
AdaBoost,IDH,UCSF,mcc,495,103,0.78138872056826103,0.3255369842751889,0.45585173629307213,1.9793409878727536e-13,exact paired swap,,1.1282243630874696e-11,5.9597957144848609e-10,2.177275086660029e-12,1.0609267694997959e-10,True,True,True,True,True
AdaBoost,IDH,UCSF,roc_auc,495,103,0.95321478105805435,0.74595056469189625,0.2072642163661581,1.6864408906268823e-13,paired DeLong,0.00081087196198474979,1.4334747570328499e-11,5.0879921670213035e-10,2.6983054250030117e-12,9.0561875826663584e-11,True,True,True,True,True
AdaBoost,1p/19q,UCSF,accuracy,404,15,0.84653465346534651,0.76485148514851486,0.081683168316831645,0.00046232220588596586,exact McNemar,,0.018492888235438633,0.70319207515255411,0.0018492888235438635,0.10864571838320197,True,True,False,True,False
AdaBoost,1p/19q,UCSF,f1,404,15,0.26190476190476192,0.11214953271028037,0.14975522919448153,0.0014204840979218951,exact paired swap,,0.073865173091938546,1,0.0071024204896094753,0.29087354161442242,True,False,False,True,False
AdaBoost,1p/19q,UCSF,mcc,404,15,0.2935348174107989,0.080669405761658347,0.21286541164914055,0.0043399964281561794,exact paired swap,,0.32549973211171346,1,0.043399964281561794,0.77685936063995609,True,False,False,True,False
AdaBoost,1p/19q,UCSF,roc_auc,404,15,0.92476435304198801,0.66066838046272491,0.26409597257926309,0.00027679555698087167,paired DeLong,0.0058483409172668992,0.025741986799221066,0.43955134448562422,0.0041519333547130749,0.066984524789370947,True,True,False,True,False
AdaBoost,Grade,Xijing,accuracy,92,73,0.89130434782608692,0.45652173913043476,0.43478260869565216,9.7770680440589786e-12,exact McNemar,,1.0265921446261927e-09,2.7864643925568089e-08,1.8576429283712059e-10,4.9863047024700791e-09,True,True,True,True,True
AdaBoost,Grade,Xijing,f1,92,73,0.9285714285714286,0.52830188679245282,0.40026954177897578,1.364242052659392e-12,exact paired swap,,1.4324541552923615e-10,3.9904080040287218e-09,2.5920599000528448e-11,7.13498593540862e-10,True,True,True,True,True
AdaBoost,Grade,Xijing,mcc,92,73,0.71446711393530837,0.10162376126865687,0.61284335266665146,1.6120793588925125e-10,exact paired swap,,1.6765625332482129e-08,4.3751833800342786e-07,2.9017428460065226e-09,7.7863433034508357e-08,True,True,True,True,True
AdaBoost,Grade,Xijing,roc_auc,92,73,0.92285508291276142,0.6553713049747657,0.26748377793799571,8.0369648250629109e-05,paired DeLong,0.0050236887415623524,0.0057062450257946672,0.14120947197635533,0.0013662840202606948,0.022021283620672377,True,True,False,True,True
