model,task,metric,n,n_positive,ours,baseline,difference,p_raw,test,alternative,delong_variance,test_status,p_holm91,p_holm910,p_holm19_conditional,p_holm190_conditional,significant_raw,significant_holm91,significant_holm910,significant_holm19_conditional,significant_holm190_conditional,numerically_higher
Extra trees,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.26666666666666666,0.60000000000000009,0.01123046875,exact McNemar,greater,,OK,0.623046875,1,0.1572265625,1,True,False,False,False,False,True
Extra trees,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,3.2951470400904854e-17,0.64817223680538061,0.000732421875,exact patient swap of medians,greater,,OK,0.054931640625,0.626953125,0.0078125,0.119384765625,True,False,False,True,False,True
Extra trees,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0,0.66666666666666663,0.0009765625,exact McNemar,greater,,OK,0.0888671875,0.828125,0.0185546875,0.15625,True,False,False,True,False,True
Extra trees,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.49583333333333335,0.35312500000000002,0.012451171875,exact patient swap of means,greater,,OK,0.709716796875,1,0.07470703125,1,True,False,False,False,False,True
Gradient boosting,Grade,biopsy_local_auc,10,7,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.01741379254950887,paired DeLong (small sample),greater,0.01832955404383976,OK,1,1,0.24379309569312418,1,True,False,False,False,False,True
Gradient boosting,Grade,biopsy_direction_agreement,10,7,0.80000000000000004,0.10000000000000001,0.70000000000000007,0.0078125,exact McNemar,greater,,OK,0.703125,1,0.140625,0.9140625,True,False,False,False,False,True
Gradient boosting,Grade,spatial_discriminability_ratio,10,7,0.65978936527939713,0,0.65978936527939713,0.015625,exact patient swap of medians,greater,,OK,0.875,1,0.08203125,1,True,False,False,False,False,True
Gradient boosting,Grade,biopsy_strict_5_0_label_correct_fraction,10,7,0.69999999999999996,0,0.69999999999999996,0.0078125,exact McNemar,greater,,OK,0.7109375,1,0.1484375,0.9140625,True,False,False,False,False,True
Gradient boosting,Grade,reference_strict_5_0_same_sign_fraction,10,7,0.84999999999999998,0.88124999999999998,-0.03125,0.578125,exact patient swap of means,greater,,OK,1,1,1,1,False,False,False,False,False,False
Gradient boosting,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.41666666666666669,0.3611111111111111,0.024653582145606121,paired DeLong (small sample),greater,0.033740179573512906,OK,1,1,0.3698290144396113,1,True,False,False,False,False,True
Gradient boosting,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0,0.8666666666666667,0.0001220703125,exact McNemar,greater,,OK,0.0111083984375,0.1107177734375,0.0023193359375,0.0224609375,True,True,False,True,True,True
Gradient boosting,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0,0.64817223680538061,0.00390625,exact patient swap of medians,greater,,OK,0.18072509765625,1,0.01171875,0.515625,True,False,False,True,False,True
Gradient boosting,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0,0.66666666666666663,0.0009765625,exact McNemar,greater,,OK,0.0888671875,0.828125,0.0185546875,0.15625,True,False,False,True,False,True
Gradient boosting,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.91562500000000002,-0.066666666666666652,0.73046875,exact patient swap of means,greater,,OK,1,1,1,1,False,False,False,False,False,False
Hist. gradient boosting,Grade,biopsy_local_auc,10,7,0.8571428571428571,0.52380952380952384,0.33333333333333326,0.093265441769715851,paired DeLong (small sample),greater,0.063681027966742243,OK,1,1,0.64112150326591366,1,False,False,False,False,False,True
Hist. gradient boosting,Grade,biopsy_direction_agreement,10,7,0.80000000000000004,0.10000000000000001,0.70000000000000007,0.01953125,exact McNemar,greater,,OK,1,1,0.33203125,1,True,False,False,False,False,True
Hist. gradient boosting,Grade,spatial_discriminability_ratio,10,7,0.65978936527939713,0,0.65978936527939713,0.015625,exact patient swap of medians,greater,,OK,0.875,1,0.08203125,1,True,False,False,False,False,True
Hist. gradient boosting,Grade,biopsy_strict_5_0_label_correct_fraction,10,7,0.69999999999999996,0,0.69999999999999996,0.0078125,exact McNemar,greater,,OK,0.7109375,1,0.1484375,0.9140625,True,False,False,False,False,True
Hist. gradient boosting,Grade,reference_strict_5_0_same_sign_fraction,10,7,0.84999999999999998,0.671875,0.17812499999999998,0.1787109375,exact patient swap of means,greater,,OK,1,1,0.5361328125,1,False,False,False,False,False,True
Hist. gradient boosting,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.34722222222222221,0.43055555555555558,0.00043071057440769356,paired DeLong (small sample),greater,0.016694725028058362,OK,0.037471819973469336,0.37557962088350877,0.0081835009137461775,0.074082218798123295,True,True,False,True,False,True
Hist. gradient boosting,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.33333333333333331,0.53333333333333344,0.00390625,exact McNemar,greater,,OK,0.265625,1,0.0625,0.515625,True,False,False,False,False,True
Hist. gradient boosting,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0,0.64817223680538061,0.001953125,exact patient swap of medians,greater,,OK,0.1171875,1,0.0078125,0.2890625,True,False,False,True,False,True
Hist. gradient boosting,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0,0.66666666666666663,0.0009765625,exact McNemar,greater,,OK,0.0888671875,0.828125,0.0185546875,0.15625,True,False,False,True,False,True
Hist. gradient boosting,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.6645833333333333,0.18437500000000007,0.1142578125,exact patient swap of means,greater,,OK,1,1,0.3427734375,1,False,False,False,False,False,True
MLP (joint),Grade,biopsy_local_auc,10,7,0.8571428571428571,0.52380952380952384,0.33333333333333326,0.014717968467191223,paired DeLong (small sample),greater,0.023431594860166292,OK,1,1,0.23548749547505957,1,True,False,False,False,False,True
MLP (joint),Grade,biopsy_direction_agreement,10,7,0.80000000000000004,0.5,0.30000000000000004,0.125,exact McNemar,greater,,OK,1,1,1,1,False,False,False,False,False,True
MLP (joint),Grade,spatial_discriminability_ratio,10,7,0.65978936527939713,0,0.65978936527939713,0.001953125,exact patient swap of medians,greater,,OK,0.177734375,1,0.037109375,0.2890625,True,False,False,True,False,True
MLP (joint),Grade,biopsy_strict_5_0_label_correct_fraction,10,7,0.69999999999999996,0.10000000000000001,0.59999999999999998,0.015625,exact McNemar,greater,,OK,0.875,1,0.1875,1,True,False,False,False,False,True
MLP (joint),Grade,reference_strict_5_0_same_sign_fraction,10,7,0.84999999999999998,0.19843749999999999,0.65156250000000004,0.00390625,exact patient swap of means,greater,,OK,0.35546875,1,0.0390625,0.515625,True,False,False,True,False,True
MLP (joint),IDH,biopsy_local_auc,15,3,0.77777777777777779,0.41666666666666663,0.36111111111111116,0.0181342664311182,paired DeLong (small sample),greater,0.029741863075196419,OK,1,1,0.3082825293290094,1,True,False,False,False,False,True
MLP (joint),IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.33333333333333331,0.53333333333333344,0.00390625,exact McNemar,greater,,OK,0.265625,1,0.0625,0.515625,True,False,False,False,False,True
MLP (joint),IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.022693395769890646,0.62547884103549001,0.00048828125,exact patient swap of medians,greater,,OK,0.0390625,0.42529296875,0.0078125,0.08349609375,True,True,False,True,False,True
MLP (joint),IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0,0.66666666666666663,0.0009765625,exact McNemar,greater,,OK,0.0888671875,0.828125,0.0185546875,0.15625,True,False,False,True,False,True
MLP (joint),IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.22187499999999999,0.62708333333333344,0.000244140625,exact patient swap of means,greater,,OK,0.02099609375,0.2177734375,0.0029296875,0.043701171875,True,True,False,True,True,True
Random forest,Grade,biopsy_local_auc,10,7,0.8571428571428571,0.5,0.3571428571428571,0.051870839118270798,paired DeLong (small sample),greater,0.048185941043083894,OK,1,1,0.51870839118270795,1,False,False,False,False,False,True
Random forest,Grade,biopsy_direction_agreement,10,7,0.80000000000000004,0.10000000000000001,0.70000000000000007,0.01953125,exact McNemar,greater,,OK,1,1,0.33203125,1,True,False,False,False,False,True
Random forest,Grade,spatial_discriminability_ratio,10,7,0.65978936527939713,0,0.65978936527939713,0.013671875,exact patient swap of medians,greater,,OK,0.779296875,1,0.08203125,1,True,False,False,False,False,True
Random forest,Grade,biopsy_strict_5_0_label_correct_fraction,10,7,0.69999999999999996,0,0.69999999999999996,0.0078125,exact McNemar,greater,,OK,0.7109375,1,0.1484375,0.9140625,True,False,False,False,False,True
Random forest,Grade,reference_strict_5_0_same_sign_fraction,10,7,0.84999999999999998,0.6640625,0.18593749999999998,0.12890625,exact patient swap of means,greater,,OK,1,1,0.515625,1,False,False,False,False,False,True
Random forest,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.375,0.40277777777777779,0.013007602005191592,paired DeLong (small sample),greater,0.032740600448933788,OK,0.98857775239456103,1,0.23413683609344865,1,True,False,False,False,False,True
Random forest,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.066666666666666666,0.80000000000000004,0.000244140625,exact McNemar,greater,,OK,0.020751953125,0.2177734375,0.004150390625,0.043701171875,True,True,False,True,True,True
Random forest,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,2.5755933961759674e-17,0.64817223680538061,0.001220703125,exact patient swap of medians,greater,,OK,0.08056640625,0.980224609375,0.0078125,0.181884765625,True,False,False,True,False,True
Random forest,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0,0.66666666666666663,0.0009765625,exact McNemar,greater,,OK,0.0888671875,0.828125,0.0185546875,0.15625,True,False,False,True,False,True
Random forest,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.67395833333333333,0.17500000000000004,0.044921875,exact patient swap of means,greater,,OK,1,1,0.1796875,1,True,False,False,False,False,True
AGGN,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.44444444444444442,0.33333333333333337,0.12676890309897126,paired DeLong (small sample),greater,,OK,,,1,1,False,False,False,False,False,True
AGGN,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.59999999999999998,0.26666666666666672,0.0625,exact McNemar,greater,,OK,,,0.5,1,False,False,False,False,False,True
AGGN,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.16402881698504587,0.48414341982033471,0.00048828125,exact patient swap of medians,greater,,OK,,,0.0078125,0.08349609375,True,False,False,True,False,True
AGGN,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0.33333333333333331,0.33333333333333331,0.0625,exact McNemar,greater,,OK,,,0.2734375,1,False,False,False,False,False,True
AGGN,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.36458333333333331,0.48437500000000006,0.0003662109375,exact patient swap of means,greater,,OK,,,0.0040283203125,0.0640869140625,True,False,False,True,False,True
CMTLNet,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.52777777777777768,0.25000000000000011,0.18351450203524738,paired DeLong (small sample),greater,,OK,,,1,1,False,False,False,False,False,True
CMTLNet,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.73333333333333328,0.13333333333333341,0.25,exact McNemar,greater,,OK,,,0.90625,1,False,False,False,False,False,True
CMTLNet,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.19601505663720606,0.45215718016817452,0.00048828125,exact patient swap of medians,greater,,OK,,,0.0078125,0.08349609375,True,False,False,True,False,True
CMTLNet,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0.40000000000000002,0.26666666666666661,0.109375,exact McNemar,greater,,OK,,,0.2734375,1,False,False,False,False,False,True
CMTLNet,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.30416666666666664,0.54479166666666679,0.000152587890625,exact patient swap of means,greater,,OK,,,0.00213623046875,0.02777099609375,True,False,False,True,True,True
DenseNet121 3D,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.72222222222222221,0.05555555555555558,0.35952136131245094,paired DeLong (small sample),greater,,OK,,,1,1,False,False,False,False,False,True
DenseNet121 3D,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.80000000000000004,0.066666666666666652,0.5,exact McNemar,greater,,OK,,,1,1,False,False,False,False,False,True
DenseNet121 3D,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.27381364205066289,0.37435859475471772,0.00048828125,exact patient swap of medians,greater,,OK,,,0.0078125,0.08349609375,True,False,False,True,False,True
DenseNet121 3D,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0.33333333333333331,0.33333333333333331,0.03125,exact McNemar,greater,,OK,,,0.21875,1,True,False,False,False,False,True
DenseNet121 3D,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.22708333333333333,0.62187500000000007,9.1552734375e-05,exact patient swap of means,greater,,OK,,,0.00146484375,0.01702880859375,True,False,False,True,True,True
EfficientNet-B0 3D,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.27777777777777773,0.5,0.023114313402475706,paired DeLong (small sample),greater,,OK,,,0.3698290144396113,1,True,False,False,False,False,True
EfficientNet-B0 3D,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.59999999999999998,0.26666666666666672,0.0625,exact McNemar,greater,,OK,,,0.5,1,False,False,False,False,False,True
EfficientNet-B0 3D,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.016619096318914246,0.63155314048646638,0.000244140625,exact patient swap of medians,greater,,OK,,,0.00439453125,0.043701171875,True,False,False,True,True,True
EfficientNet-B0 3D,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0.20000000000000001,0.46666666666666662,0.0078125,exact McNemar,greater,,OK,,,0.0625,0.9140625,True,False,False,False,False,True
EfficientNet-B0 3D,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.089583333333333334,0.75937500000000002,6.103515625e-05,exact patient swap of means,greater,,OK,,,0.00115966796875,0.0115966796875,True,False,False,True,True,True
GlioMT image-only Transformer,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.22222222222222221,0.55555555555555558,0.03041926307312115,paired DeLong (small sample),greater,,OK,,,0.39545041995057495,1,True,False,False,False,False,True
GlioMT image-only Transformer,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.46666666666666667,0.40000000000000002,0.03515625,exact McNemar,greater,,OK,,,0.421875,1,True,False,False,False,False,True
GlioMT image-only Transformer,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.25873591755845626,0.38943631924692435,0.0009765625,exact patient swap of medians,greater,,OK,,,0.0078125,0.15625,True,False,False,True,False,True
GlioMT image-only Transformer,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0.066666666666666666,0.59999999999999998,0.001953125,exact McNemar,greater,,OK,,,0.021484375,0.2890625,True,False,False,True,False,True
GlioMT image-only Transformer,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.40104166666666669,0.44791666666666669,0.00018310546875,exact patient swap of means,greater,,OK,,,0.00238037109375,0.032958984375,True,False,False,True,True,True
2.5D Hybrid MTL,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.69444444444444442,0.08333333333333337,0.41603960066348405,paired DeLong (small sample),greater,,OK,,,1,1,False,False,False,False,False,True
2.5D Hybrid MTL,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.46666666666666667,0.40000000000000002,0.0546875,exact McNemar,greater,,OK,,,0.4921875,1,False,False,False,False,False,True
2.5D Hybrid MTL,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.0093481405857626012,0.638824096219618,0.00048828125,exact patient swap of medians,greater,,OK,,,0.0078125,0.08349609375,True,False,False,True,False,True
2.5D Hybrid MTL,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0,0.66666666666666663,0.0009765625,exact McNemar,greater,,OK,,,0.0185546875,0.15625,True,False,False,True,False,True
2.5D Hybrid MTL,IDH,reference_strict_5_0_same_sign_fraction,15,3,0.84895833333333337,0.21770833333333334,0.63125000000000009,9.1552734375e-05,exact patient swap of means,greater,,OK,,,0.00146484375,0.01702880859375,True,False,False,True,True,True
MFEFNet,IDH,biopsy_local_auc,15,3,0.77777777777777779,0.38888888888888884,0.38888888888888895,0.063725683602083139,paired DeLong (small sample),greater,,OK,,,0.70098251962291447,1,False,False,False,False,False,True
MFEFNet,IDH,biopsy_direction_agreement,15,3,0.8666666666666667,0.53333333333333333,0.33333333333333337,0.03125,exact McNemar,greater,,OK,,,0.40625,1,True,False,False,False,False,True
MFEFNet,IDH,spatial_discriminability_ratio,15,3,0.64817223680538061,0.12901637582251985,0.51915586098286082,0.000732421875,exact patient swap of medians,greater,,OK,,,0.0078125,0.119384765625,True,False,False,True,False,True
MFEFNet,IDH,biopsy_strict_5_0_label_correct_fraction,15,3,0.66666666666666663,0.26666666666666666,0.39999999999999997,0.0546875,exact McNemar,greater,,OK,,,0.2734375,1,False,False,False,False,False,True
